,0
Name,RESHAPE LIFESCIENCES INC.
Currency,USD
Sector,Healthcare
Industry,Medical Devices
Country,US
IPO,"Nov 15, 2007"
Insider Percentage,13.11%
Institution Percentage,18.59%
