,0
Name,TRIO-TECH INTERNATIONAL
Currency,USD
Sector,Technology
Industry,Semiconductor Equipment & Materials
Country,US
IPO,"Dec 7, 1984"
Insider Percentage,38.95%
Institution Percentage,20.82%
