,0
Name,THE SIMPLY GOOD FOODS COMPANY
Currency,USD
Sector,Consumer Defensive
Industry,Packaged Foods
Country,US
IPO,"Jul 10, 2017"
Insider Percentage,20.18%
Institution Percentage,89.42%
