,0
Name,"MASTECH DIGITAL, INC."
Currency,USD
Sector,Industrials
Industry,Staffing & Employment Services
Country,US
IPO,"Sep 16, 2008"
Insider Percentage,79.39%
Institution Percentage,14.67%
