,0
Name,RPM INTERNATIONAL INC.
Currency,USD
Sector,Basic Materials
Industry,Specialty Chemicals
Country,US
IPO,"Jan 9, 1998"
Insider Percentage,1.23%
Institution Percentage,81.82%
