,0
Name,ONCOSEC MEDICAL INCORPORATED
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"May 29, 2015"
Insider Percentage,56.15%
Institution Percentage,17.39%
