,0
Name,AUTOLUS THERAPEUTICS PLC
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,GB
IPO,"Jun 22, 2018"
Insider Percentage,16.08%
Institution Percentage,57.70%
