,0
Name,GREAT LAKES DREDGE & DOCK CORPORATION
Currency,USD
Sector,Industrials
Industry,Engineering & Construction
Country,US
IPO,"Dec 27, 2006"
Insider Percentage,2.23%
Institution Percentage,89.32%
