,0
Name,TRANSALTA CORPORATION
Currency,USD
Sector,Utilities
Industry,Utilities—Independent Power Producers
Country,CA
IPO,"Jul 31, 2001"
Insider Percentage,0.19%
Institution Percentage,69.95%
