,0
Name,JUPITER ACQUISITION CORPORATION
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Oct 1, 2021"
Insider Percentage,4.29%
Institution Percentage,67.83%
