,0
Name,"PAR PACIFIC HOLDINGS, INC."
Currency,USD
Sector,Energy
Industry,Oil & Gas Refining & Marketing
Country,US
IPO,"Sep 5, 2012"
Insider Percentage,2.18%
Institution Percentage,87.93%
