,0
Name,LIONHEART ACQUISITION CORPORATION II
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Aug 14, 2020"
Insider Percentage,- -
Institution Percentage,1.42%
