,0
Name,BROOKFIELD INFRASTRUCTURE PARTNERS L.P.
Currency,USD
Sector,Utilities
Industry,Utilities—Diversified
Country,BM
IPO,"Sep 15, 2020"
Insider Percentage,- -
Institution Percentage,55.74%
