,0
Name,"KYMERA THERAPEUTICS, INC."
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"Aug 21, 2020"
Insider Percentage,8.08%
Institution Percentage,85.44%
