,0
Name,BRIGHT HORIZONS FAMILY SOLUTIONS INC.
Currency,USD
Sector,Consumer Cyclical
Industry,Personal Services
Country,US
IPO,"Jan 25, 2013"
Insider Percentage,0.95%
Institution Percentage,101.50%
