,0
Name,ASPEN INSURANCE HOLDINGS LIMITED
Currency,USD
Sector,Financial Services
Industry,Insurance—Property & Casualty
Country,BM
IPO,"Aug 7, 2019"
Insider Percentage,- -
Institution Percentage,37.95%
