,0
Name,QUANTUMSCAPE CORPORATION
Currency,USD
Sector,Consumer Cyclical
Industry,Auto Parts
Country,US
IPO,"Nov 23, 2020"
Insider Percentage,29.65%
Institution Percentage,36.14%
