,0
Name,"THE DUCKHORN PORTFOLIO, INC."
Currency,USD
Sector,Consumer Defensive
Industry,Beverages—Wineries & Distilleries
Country,US
IPO,"Mar 18, 2021"
Insider Percentage,3.28%
Institution Percentage,95.89%
