,0
Name,SILGAN HOLDINGS INC.
Currency,USD
Sector,Consumer Cyclical
Industry,Packaging & Containers
Country,US
IPO,"Feb 14, 1997"
Insider Percentage,47.40%
Institution Percentage,69.23%
