,0
Name,"PATRICK INDUSTRIES, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Recreational Vehicles
Country,US
IPO,"Mar 17, 1980"
Insider Percentage,6.45%
Institution Percentage,92.58%
