,0
Name,"INTERACTIVE BROKERS GROUP, INC."
Currency,USD
Sector,Financial Services
Industry,Capital Markets
Country,US
IPO,"May 4, 2007"
Insider Percentage,5.26%
Institution Percentage,89.88%
