,0
Name,"ROCKETFUEL BLOCKCHAIN, INC."
Currency,USD
Sector,Technology
Industry,Software—Application
Country,US
IPO,"Nov 30, 2018"
Insider Percentage,53.61%
Institution Percentage,2.35%
