,0
Name,"CENTURY THERAPEUTICS, INC."
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"Jun 18, 2021"
Insider Percentage,38.69%
Institution Percentage,56.94%
