,0
Name,SCIENJOY HOLDING CORPORATION
Currency,USD
Sector,Communication Services
Industry,Broadcasting
Country,CN
IPO,"Feb 6, 2019"
Insider Percentage,58.00%
Institution Percentage,0.30%
