,0
Name,SEQUANS COMMUNICATIONS S.A.
Currency,USD
Sector,Technology
Industry,Semiconductors
Country,FR
IPO,"Apr 15, 2011"
Insider Percentage,4.92%
Institution Percentage,52.65%
