,0
Name,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC."
Currency,USD
Sector,Healthcare
Industry,Diagnostics & Research
Country,US
IPO,"Jun 23, 2000"
Insider Percentage,1.46%
Institution Percentage,95.42%
