,0
Name,NATIONAL STORAGE AFFILIATES TRUST
Currency,USD
Sector,Real Estate
Industry,REIT—Industrial
Country,US
IPO,"Apr 23, 2015"
Insider Percentage,7.80%
Institution Percentage,85.85%
