,0
Name,"NGM BIOPHARMACEUTICALS, INC."
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"Apr 4, 2019"
Insider Percentage,22.06%
Institution Percentage,66.09%
