,0
Name,"INSPIRED ENTERTAINMENT, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Gambling
Country,US
IPO,"Dec 11, 2014"
Insider Percentage,10.17%
Institution Percentage,80.63%
