,0
Name,KARYOPHARM THERAPEUTICS INC.
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"Nov 6, 2013"
Insider Percentage,8.84%
Institution Percentage,73.00%
