,0
Name,"NINE ENERGY SERVICE, INC."
Currency,USD
Sector,Energy
Industry,Oil & Gas Equipment & Services
Country,US
IPO,"Jan 19, 2018"
Insider Percentage,25.59%
Institution Percentage,55.77%
