,0
Name,"MOVADO GROUP, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Luxury Goods
Country,US
IPO,"Sep 30, 1993"
Insider Percentage,2.40%
Institution Percentage,94.30%
