,0
Name,"RIVIAN AUTOMOTIVE, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Auto Manufacturers
Country,US
IPO,"Nov 10, 2021"
Insider Percentage,16.88%
Institution Percentage,66.57%
