,0
Name,"CONCERT PHARMACEUTICALS, INC."
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"Feb 13, 2014"
Insider Percentage,5.09%
Institution Percentage,55.07%
