,0
Name,"MITSUBISHI UFJ FINANCIAL GROUP, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Diversified
Country,JP
IPO,"May 1, 2013"
Insider Percentage,- -
Institution Percentage,1.79%
