,0
Name,GLADSTONE ACQUISITION CORPORATION
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Aug 5, 2021"
Insider Percentage,- -
Institution Percentage,36.28%
