,0
Name,KIMBERLY-CLARK CORPORATION
Currency,USD
Sector,Consumer Defensive
Industry,Household & Personal Products
Country,US
IPO,"May 9, 1929"
Insider Percentage,0.16%
Institution Percentage,76.07%
