,0
Name,"LULU'S FASHION LOUNGE HOLDINGS, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Apparel Retail
Country,US
IPO,"Nov 11, 2021"
Insider Percentage,9.34%
Institution Percentage,87.35%
