,0
Name,HEARTLAND MEDIA ACQUISITION CORP.
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Jan 21, 2022"
Insider Percentage,- -
Institution Percentage,10.01%
