,0
Name,YATSEN HOLDING LIMITED
Currency,USD
Sector,Consumer Cyclical
Industry,Specialty Retail
Country,CN
IPO,"Nov 19, 2020"
Insider Percentage,6.20%
Institution Percentage,37.37%
