,0
Name,"TPG RE FINANCE TRUST, INC."
Currency,USD
Sector,Real Estate
Industry,REIT—Mortgage
Country,US
IPO,"Jul 20, 2017"
Insider Percentage,11.61%
Institution Percentage,83.55%
