,0
Name,FINTECH ACQUISITION CORP. VI
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Aug 16, 2021"
Insider Percentage,2.26%
Institution Percentage,59.10%
