,0
Name,EURO TECH HOLDINGS COMPANY LIMITED
Currency,USD
Sector,Industrials
Industry,Pollution & Treatment Controls
Country,HK
IPO,"Mar 14, 1997"
Insider Percentage,59.12%
Institution Percentage,5.57%
