,0
Name,ANHEUSER-BUSCH INBEV SA/NV
Currency,USD
Sector,Consumer Defensive
Industry,Beverages—Brewers
Country,BE
IPO,"Jan 2, 2001"
Insider Percentage,- -
Institution Percentage,5.16%
