,0
Name,CORNING NATURAL GAS HOLDING CORPORATION
Currency,USD
Sector,Utilities
Industry,Utilities—Regulated Gas
Country,US
IPO,"Apr 15, 1994"
Insider Percentage,43.36%
Institution Percentage,21.99%
