,0
Name,TMC THE METALS COMPANY INC.
Currency,USD
Sector,Basic Materials
Industry,Other Industrial Metals & Mining
Country,CA
IPO,"Oct 31, 2012"
Insider Percentage,64.47%
Institution Percentage,4.17%
