,0
Name,"CHINA JO-JO DRUGSTORES, INC."
Currency,USD
Sector,Healthcare
Industry,Pharmaceutical Retailers
Country,CN
IPO,"Apr 22, 2010"
Insider Percentage,22.59%
Institution Percentage,13.98%
