,0
Name,"SAFETY INSURANCE GROUP, INC."
Currency,USD
Sector,Financial Services
Industry,Insurance—Property & Casualty
Country,US
IPO,"Nov 22, 2002"
Insider Percentage,4.71%
Institution Percentage,82.08%
