,0
Name,"TEXAS CAPITAL BANCSHARES, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Aug 14, 2003"
Insider Percentage,1.41%
Institution Percentage,100.21%
