,0
Name,RUNWAY GROWTH FINANCE CORP.
Currency,USD
Sector,Financial Services
Industry,Credit Services
Country,US
IPO,"Nov 19, 2014"
Insider Percentage,0.50%
Institution Percentage,62.25%
