,0
Name,CHINA SOUTHERN AIRLINES COMPANY LIMITED
Currency,USD
Sector,Industrials
Industry,Airlines
Country,CN
IPO,"Feb 11, 2013"
Insider Percentage,- -
Institution Percentage,0.72%
