,0
Name,"BENTLEY SYSTEMS, INCORPORATED"
Currency,USD
Sector,Technology
Industry,Software—Application
Country,US
IPO,"Sep 23, 2020"
Insider Percentage,22.42%
Institution Percentage,34.17%
