,0
Name,"MONTAUK RENEWABLES, INC."
Currency,USD
Sector,Utilities
Industry,Utilities—Diversified
Country,US
IPO,"Jan 22, 2021"
Insider Percentage,71.85%
Institution Percentage,9.47%
