,0
Name,LANCASTER COLONY CORPORATION
Currency,USD
Sector,Consumer Defensive
Industry,Packaged Foods
Country,US
IPO,"Mar 17, 1980"
Insider Percentage,28.36%
Institution Percentage,59.72%
