,0
Name,"BARRETT BUSINESS SERVICES, INC."
Currency,USD
Sector,Industrials
Industry,Staffing & Employment Services
Country,US
IPO,"Jun 11, 1993"
Insider Percentage,4.79%
Institution Percentage,83.57%
