,0
Name,PHOENIX BIOTECH ACQUISITION CORP.
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Oct 6, 2021"
Insider Percentage,- -
Institution Percentage,41.26%
