,0
Name,"ALPHA TEKNOVA, INC."
Currency,USD
Sector,Healthcare
Industry,Drug Manufacturers—Specialty & Generic
Country,US
IPO,"Jun 25, 2021"
Insider Percentage,18.87%
Institution Percentage,89.63%
