,0
Name,PBF ENERGY INC.
Currency,USD
Sector,Energy
Industry,Oil & Gas Refining & Marketing
Country,US
IPO,"Dec 13, 2012"
Insider Percentage,24.55%
Institution Percentage,77.38%
