,0
Name,"MOTOROLA SOLUTIONS, INC."
Currency,USD
Sector,Technology
Industry,Communication Equipment
Country,US
IPO,"Dec 17, 2010"
Insider Percentage,0.56%
Institution Percentage,88.67%
