,0
Name,"BIG SKY GROWTH PARTNERS, INC."
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Jun 18, 2021"
Insider Percentage,- -
Institution Percentage,87.53%
