,0
Name,GOLDEN OCEAN GROUP LIMITED
Currency,USD
Sector,Industrials
Industry,Marine Shipping
Country,BM
IPO,"Feb 7, 1997"
Insider Percentage,39.25%
Institution Percentage,28.21%
