,0
Name,"SOLARIS OILFIELD INFRASTRUCTURE, INC."
Currency,USD
Sector,Energy
Industry,Oil & Gas Equipment & Services
Country,US
IPO,"May 12, 2017"
Insider Percentage,14.37%
Institution Percentage,70.18%
