,0
Name,SUN LIFE FINANCIAL INC.
Currency,USD
Sector,Financial Services
Industry,Insurance—Diversified
Country,CA
IPO,"Mar 22, 2000"
Insider Percentage,0.06%
Institution Percentage,54.95%
