,0
Name,"WYNDHAM HOTELS & RESORTS, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Lodging
Country,US
IPO,"May 17, 2018"
Insider Percentage,1.53%
Institution Percentage,94.98%
